文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
A233310000607,A2(こども),33(岡山),3(私),1(本),新川こども園,岡山県笠岡市金浦７３７番地１,7140057,2023-05-01,,,
A233310000616,A2(こども),33(岡山),3(私),1(本),邑久ルンビニこども園,岡山県瀬戸内市邑久町山田庄３７８番地１,7014246,2023-05-01,,,
A233310000625,A2(こども),33(岡山),3(私),1(本),大元こども園,岡山県岡山市北区大元上町９－２２,7000925,2024-05-01,,,
A233310000634,A2(こども),33(岡山),3(私),1(本),つきのさとこども園,岡山県岡山市東区金岡西町４３５－１,7048193,2024-05-01,,,
A233310000643,A2(こども),33(岡山),3(私),1(本),豊こども園,岡山県岡山市東区西大寺川口２７９,7048125,2024-05-01,,,
A233310000652,A2(こども),33(岡山),3(私),1(本),東岡山ＩＰＵこども園,岡山県岡山市中区長岡４－１０８,7038221,2024-05-01,,,
A233310000661,A2(こども),33(岡山),3(私),1(本),じゅんせい認定こども園,岡山県岡山市北区半田町８－２,7000003,2024-05-01,,,
A233310000670,A2(こども),33(岡山),3(私),1(本),幼保連携型認定こども園あんじゅの里,岡山県岡山市北区川入８７３－１,7010161,2024-05-01,,,
A233310000689,A2(こども),33(岡山),3(私),1(本),竜之口こども園,岡山県岡山市中区国府市場７２１－２,7038203,2024-05-01,,,
A233310000698,A2(こども),33(岡山),3(私),1(本),竜之口わかばこども園,岡山県岡山市中区国府市場７２０－１,7038203,2024-05-01,,,
A233310000705,A2(こども),33(岡山),3(私),1(本),幼保連携型認定こども園福田こども園,岡山県岡山市南区妹尾３５１８,7010205,2024-05-01,,,
A233310000714,A2(こども),33(岡山),3(私),1(本),若竹こども園,岡山県笠岡市小平井２０９６－１,7140012,2024-05-01,,,
A233310000723,A2(こども),33(岡山),3(私),1(本),幼保連携型やまて認定こども園,岡山県総社市岡谷５４３－１,7191162,2024-05-01,,,
A233310000732,A2(こども),33(岡山),3(私),1(本),おちあいこども園,岡山県高梁市落合町阿部１６８３,7160061,2024-05-01,,,
A233310000741,A2(こども),33(岡山),3(私),1(本),加茂こども園,岡山県岡山市北区加茂１１０４－１,7011342,2025-05-01,,,
A233310000750,A2(こども),33(岡山),3(私),1(本),馬屋下まんまるこども園,岡山県岡山市北区大窪５０－１,7011223,2025-05-01,,,
A233310000769,A2(こども),33(岡山),3(私),1(本),もみの木こども園,岡山県岡山市北区新庄上１３５７,7011345,2025-05-01,,,
A233310000778,A2(こども),33(岡山),3(私),1(本),京山こども園,岡山県岡山市北区津島桑の木町１－３３,7000084,2025-05-01,,,
A233310000787,A2(こども),33(岡山),3(私),1(本),岡山博愛会認定こども園,岡山県岡山市中区御幸町４－１２,7038295,2025-05-01,,,
A233310000796,A2(こども),33(岡山),3(私),1(本),ならの木こども園,岡山県岡山市北区中仙道１－７－２８,7000964,2025-05-01,,,
A233310000803,A2(こども),33(岡山),3(私),1(本),蓮昌寺こども園,岡山県岡山市北区田町１－４－１２,7000825,2025-05-01,,,
A233310000812,A2(こども),33(岡山),3(私),1(本),高梁中央こども園,岡山県高梁市下町１３４,7160022,2026-05-01,,,
A233310000821,A2(こども),33(岡山),3(私),1(本),桃丘こども園,岡山県岡山市北区芳賀５１１２－２,7011221,2026-05-01,,,
A233310000830,A2(こども),33(岡山),3(私),1(本),芳明こども園,岡山県岡山市南区万倍９８,7000955,2026-05-01,,,
A233310000849,A2(こども),33(岡山),3(私),1(本),旭操こども園,岡山県岡山市中区倉富１７１－２,7038264,2026-05-01,,,
A233310000858,A2(こども),33(岡山),3(私),1(本),きらめき六区こども園,岡山県岡山市南区藤田１７２９－１,7010221,2026-05-01,,,
A233310000867,A2(こども),33(岡山),3(私),1(本),ひこさきこども園,岡山県岡山市南区彦崎２５７０－１,7091213,2026-05-01,,,
A233310000876,A2(こども),33(岡山),3(私),1(本),桃太郎こども園,岡山県岡山市東区楢原４３１－５,7090611,2026-05-01,,,
A233310000885,A2(こども),33(岡山),3(私),1(本),撫川ちとせこども園,岡山県岡山市北区中撫川３５１,7010163,2026-05-01,,,
B133110000012,B1(小学校),33(岡山),1(国),1(本),岡山大学附属小学校,岡山県岡山市中区東山２－１３－８０,7038281,2020-12-22,,330001,
B133210000010,B1(小学校),33(岡山),2(公),1(本),岡山市立清輝小学校,岡山県岡山市北区新道１,7000863,2020-12-22,,330014,
B133210000029,B1(小学校),33(岡山),2(公),1(本),岡山市立旭東小学校,岡山県岡山市中区門田屋敷本町１－１７,7038276,2020-12-22,,330015,
B133210000038,B1(小学校),33(岡山),2(公),1(本),岡山市立伊島小学校,岡山県岡山市北区伊島町１－６－６,7000016,2020-12-22,,330017,
B133210000047,B1(小学校),33(岡山),2(公),1(本),岡山市立石井小学校,岡山県岡山市北区寿町２－８,7000025,2020-12-22,,330018,
B133210000056,B1(小学校),33(岡山),2(公),1(本),岡山市立鹿田小学校,岡山県岡山市北区大供表町１６－５０,7000912,2020-12-22,,330019,
B133210000065,B1(小学校),33(岡山),2(公),1(本),岡山市立御野小学校,岡山県岡山市北区中井町１－６－３４,7000804,2020-12-22,,330020,
B133210000074,B1(小学校),33(岡山),2(公),1(本),岡山市立三勲小学校,岡山県岡山市中区徳吉町１－１－２１,7038291,2020-12-22,,330022,
B133210000083,B1(小学校),33(岡山),2(公),1(本),岡山市立福浜小学校,岡山県岡山市南区福富東１－１－１,7028033,2020-12-22,,330023,
B133210000092,B1(小学校),33(岡山),2(公),1(本),岡山市立宇野小学校,岡山県岡山市中区原尾島１－９－１,7038235,2020-12-22,,330024,
B133210000109,B1(小学校),33(岡山),2(公),1(本),岡山市立岡南小学校,岡山県岡山市北区岡南町２－４－５,7000866,2020-12-22,,330025,
B133210000118,B1(小学校),33(岡山),2(公),1(本),岡山市立平井小学校,岡山県岡山市中区平井４－１９－５２,7038282,2020-12-22,,330026,
B133210000127,B1(小学校),33(岡山),2(公),1(本),岡山市立福島小学校,岡山県岡山市南区立川町３－３７,7028046,2020-12-22,,330027,
B133210000136,B1(小学校),33(岡山),2(公),1(本),岡山市立操南小学校,岡山県岡山市中区藤崎４５,7028006,2020-12-22,,330028,
B133210000145,B1(小学校),33(岡山),2(公),1(本),岡山市立富山小学校,岡山県岡山市中区福泊２３３,7038262,2020-12-22,,330029,
B133210000154,B1(小学校),33(岡山),2(公),1(本),岡山市立牧石小学校,岡山県岡山市北区玉柏２１０８,7012142,2020-12-22,,330030,
B133210000163,B1(小学校),33(岡山),2(公),1(本),岡山市立大野小学校,岡山県岡山市北区大安寺南町２－８－３６,7000064,2020-12-22,,330032,
B133210000172,B1(小学校),33(岡山),2(公),1(本),岡山市立西小学校,岡山県岡山市北区中仙道一丁目１８－２０,7000964,2020-12-22,,330033,
B133210000181,B1(小学校),33(岡山),2(公),1(本),岡山市立芳田小学校,岡山県岡山市南区泉田４０８,7000944,2020-12-22,,330034,
B133210000190,B1(小学校),33(岡山),2(公),1(本),岡山市立甲浦小学校,岡山県岡山市南区飽浦２５０,7028013,2020-12-22,,330035,
B133210000207,B1(小学校),33(岡山),2(公),1(本),岡山市立三門小学校,岡山県岡山市北区下伊福西町５－３７,7000054,2020-12-22,,330036,
B133210000216,B1(小学校),33(岡山),2(公),1(本),岡山市立財田小学校,岡山県岡山市中区長岡５８－２,7038221,2020-12-22,,330037,
B133210000225,B1(小学校),33(岡山),2(公),1(本),岡山市立高島小学校,岡山県岡山市中区国府市場１３１,7038203,2020-12-22,,330038,
B133210000234,B1(小学校),33(岡山),2(公),1(本),岡山市立幡多小学校,岡山県岡山市中区高屋２５４,7038233,2020-12-22,,330039,
B133210000243,B1(小学校),33(岡山),2(公),1(本),岡山市立小串小学校,岡山県岡山市南区小串３３７９,7028016,2020-12-22,,330040,
B133210000252,B1(小学校),33(岡山),2(公),1(本),岡山市立浦安小学校,岡山県岡山市南区浦安本町９５,7028026,2020-12-22,,330041,
B133210000261,B1(小学校),33(岡山),2(公),1(本),岡山市立津島小学校,岡山県岡山市北区津島本町１９－１,7000089,2020-12-22,,330042,
B133210000270,B1(小学校),33(岡山),2(公),1(本),岡山市立大元小学校,岡山県岡山市北区大元上町９－４３,7000925,2020-12-22,,330043,
B133210000289,B1(小学校),33(岡山),2(公),1(本),岡山市立南輝小学校,岡山県岡山市南区南輝３－６－９,7028023,2020-12-22,,330044,
B133210000298,B1(小学校),33(岡山),2(公),1(本),岡山市立平福小学校,岡山県岡山市南区平福１－７－１,7028043,2020-12-22,,330045,
B133210000305,B1(小学校),33(岡山),2(公),1(本),岡山市立旭竜小学校,岡山県岡山市中区八幡８－１,7038254,2020-12-22,,330046,
B133210000314,B1(小学校),33(岡山),2(公),1(本),岡山市立芳泉小学校,岡山県岡山市南区芳泉３－２－３,7028027,2020-12-22,,330047,
B133210000323,B1(小学校),33(岡山),2(公),1(本),岡山市立旭操小学校,岡山県岡山市中区倉富１６０,7038264,2020-12-22,,330049,
B133210000332,B1(小学校),33(岡山),2(公),1(本),倉敷市立倉敷東小学校,岡山県倉敷市鶴形２－６－１０,7100056,2020-12-22,,330050,
B133210000341,B1(小学校),33(岡山),2(公),1(本),倉敷市立倉敷西小学校,岡山県倉敷市中央１－２１－１,7100046,2020-12-22,,330051,
B133210000350,B1(小学校),33(岡山),2(公),1(本),倉敷市立老松小学校,岡山県倉敷市老松町４－１０－１,7100826,2020-12-22,,330052,
B133210000369,B1(小学校),33(岡山),2(公),1(本),倉敷市立万寿小学校,岡山県倉敷市浜町２－３－１,7100062,2020-12-22,,330053,
B133210000378,B1(小学校),33(岡山),2(公),1(本),倉敷市立大高小学校,岡山県倉敷市堀南６２１,7100841,2020-12-22,,330054,
B133210000387,B1(小学校),33(岡山),2(公),1(本),倉敷市立中洲小学校,岡山県倉敷市水江１５９４－１,7100802,2020-12-22,,330055,
B133210000396,B1(小学校),33(岡山),2(公),1(本),倉敷市立粒江小学校,岡山県倉敷市粒江２１６１番,7100034,2020-12-22,,330056,
B133210000403,B1(小学校),33(岡山),2(公),1(本),倉敷市立中庄小学校,岡山県倉敷市中庄２５９９番地,7100016,2020-12-22,,330057,
B133210000412,B1(小学校),33(岡山),2(公),1(本),倉敷市立帯江小学校,岡山県倉敷市加須山５２６番地,7100026,2020-12-22,,330058,
B133210000421,B1(小学校),33(岡山),2(公),1(本),倉敷市立菅生小学校,岡山県倉敷市西坂５３８,7100004,2020-12-22,,330059,
B133210000430,B1(小学校),33(岡山),2(公),1(本),倉敷市立豊洲小学校,岡山県倉敷市西田２０１－１,7100027,2020-12-22,,330060,
B133210000449,B1(小学校),33(岡山),2(公),1(本),倉敷市立西阿知小学校,岡山県倉敷市西阿知町西原１００３,7100806,2020-12-22,,330061,
B133210000458,B1(小学校),33(岡山),2(公),1(本),倉敷市立第一福田小学校,岡山県倉敷市東塚３丁目１番１号,7128044,2020-12-22,,330062,
B133210000467,B1(小学校),33(岡山),2(公),1(本),倉敷市立第二福田小学校,岡山県倉敷市福田町古新田３１０－２,7128046,2020-12-22,,330063,
B133210000476,B1(小学校),33(岡山),2(公),1(本),倉敷市立第三福田小学校,岡山県倉敷市広江１－９－１,7128043,2020-12-22,,330064,
B133210000485,B1(小学校),33(岡山),2(公),1(本),倉敷市立第四福田小学校,岡山県倉敷市北畝３－８－１,7128032,2020-12-22,,330065,
B133210000494,B1(小学校),33(岡山),2(公),1(本),倉敷市立第五福田小学校,岡山県倉敷市水島西千鳥町４番３７号,7128065,2020-12-22,,330066,
B133210000500,B1(小学校),33(岡山),2(公),9(廃),倉敷市立霞丘小学校,岡山県倉敷市連島町西之浦１４８６－１,7128001,2020-12-22,2022-05-01,330067,
B133210000519,B1(小学校),33(岡山),2(公),1(本),倉敷市立連島西浦小学校,岡山県倉敷市連島町西之浦３５７５,7128001,2020-12-22,,330068,
B133210000528,B1(小学校),33(岡山),2(公),1(本),倉敷市立連島東小学校,岡山県倉敷市連島町連島２８５０,7128011,2020-12-22,,330069,
B133210000537,B1(小学校),33(岡山),2(公),1(本),倉敷市立連島南小学校,岡山県倉敷市連島町鶴新田１７０５番地,7128006,2020-12-22,,330070,
B133210000546,B1(小学校),33(岡山),2(公),1(本),倉敷市立連島北小学校,岡山県倉敷市連島町西之浦５０６８番地,7128001,2020-12-22,,330071,
B133210000555,B1(小学校),33(岡山),2(公),1(本),倉敷市立水島小学校,岡山県倉敷市水島北春日町１１－１１,7128024,2020-12-22,,330072,
B133210000564,B1(小学校),33(岡山),2(公),1(本),倉敷市立天城小学校,岡山県倉敷市藤戸町天城２２８５,7100132,2020-12-22,,330074,
B133210000573,B1(小学校),33(岡山),2(公),1(本),倉敷市立味野小学校,岡山県倉敷市児島味野城２－２－９,7110914,2020-12-22,,330075,
B133210000582,B1(小学校),33(岡山),2(公),1(本),倉敷市立赤崎小学校,岡山県倉敷市児島赤崎２－１－５９,7110931,2020-12-22,,330076,
B133210000591,B1(小学校),33(岡山),2(公),9(廃),倉敷市立下津井東小学校,岡山県倉敷市下津井田之浦２－４－６６,7110925,2020-12-22,2026-05-01,330077,C233210000071
B133210000608,B1(小学校),33(岡山),2(公),9(廃),倉敷市立下津井西小学校,岡山県倉敷市下津井１－１７－１６,7110927,2020-12-22,2026-05-01,330078,C233210000071
B133210000617,B1(小学校),33(岡山),2(公),1(本),倉敷市立本荘小学校,岡山県倉敷市児島塩生１７５０,7110934,2020-12-22,,330082,
B133210000626,B1(小学校),33(岡山),2(公),1(本),倉敷市立児島小学校,岡山県倉敷市児島柳田町８５１,7110936,2020-12-22,,330083,
B133210000635,B1(小学校),33(岡山),2(公),1(本),倉敷市立琴浦東小学校,岡山県倉敷市児島田の口３丁目１３番１号,7110903,2020-12-22,,330084,
B133210000644,B1(小学校),33(岡山),2(公),1(本),倉敷市立琴浦西小学校,岡山県倉敷市児島下の町５－４－５,7110906,2020-12-22,,330085,
B133210000653,B1(小学校),33(岡山),2(公),1(本),倉敷市立琴浦北小学校,岡山県倉敷市児島由加３０６８,7110901,2020-12-22,,330086,
B133210000662,B1(小学校),33(岡山),2(公),1(本),倉敷市立郷内小学校,岡山県倉敷市林１０００,7100142,2020-12-22,,330087,
B133210000671,B1(小学校),33(岡山),2(公),1(本),倉敷市立玉島小学校,岡山県倉敷市玉島阿賀崎３丁目３番１号,7138121,2020-12-22,,330090,
B133210000680,B1(小学校),33(岡山),2(公),1(本),倉敷市立上成小学校,岡山県倉敷市玉島乙島６１９１,7138103,2020-12-22,,330091,
B133210000699,B1(小学校),33(岡山),2(公),1(本),倉敷市立乙島小学校,岡山県倉敷市玉島乙島３５００,7138103,2020-12-22,,330092,
B133210000706,B1(小学校),33(岡山),2(公),1(本),倉敷市立乙島東小学校,岡山県倉敷市玉島乙島７４７１,7138103,2020-12-22,,330093,
